ID,FirstName,LastName,PhoneNumber,Email,Gender,MaritalStatus,Street,City,State,PostalCode,ProductCode,Price,Discount,SKU,TransactionAmount,TransactionDate
143,Nicholas,Cole,8518848328,nicholas.cole@outlook.com,Male,Married,688 Stephens Turnpike Suite 891,Port Johnstad,Hawaii,85304,PRD-6793,4368.67,0,SKU16743,96824.06,2024-09-13
144,Bradley,Terrell,8578741716,bradley.terrell@outlook.com,female,Single,6101 Walker Summit Apt. 756,Bartonshire,Vermont,66098,PRD-9313,1067.63,0,SKU39392,84651.12,2023-09-21
145,Michael,Johnson,7503728142,michael.johnson@outlook.com,Male,Unknown,6112 Collins Motorway,New Timothy,New Mexico,13296,PRD-5564,2872.63,0,SKU83526,97441.93,2024-05-01
146,Jennifer,Chavez,9515116601,jennifer.chavez@gmail.com,Female,Single,0105 Erica Expressway,New Greg,Hawaii,43884,PRD-3955,1369.99,0.3,SKU54541,34777.85,2024-08-03
147,Ronald,Murray,6779130936,ronald.murray@yahoo.com,Unknown,Single,226 Johnson Ridges Apt. 796,Smithborough,Indiana,36984,PRD-3324,3706.14,0.1,SKU22026,74484.23,2024-12-31
148,Jane,Flynn,6923988689,jane.flynn@example.com,Unknown,Married,255 Stephen Greens,Rosemouth,Rhode Island,51440,PRD-6585,791.26,0.3,SKU52517,77571.98,2024-09-12
149,Philip,Wilson,8437795758,philip.wilson@gmail.com,M,single,9249 Emily Island Apt. 341,West Heather,North Carolina,51417,PRD-3579,-999,0.1,SKU98338,7698.94,2024-04-15
150,Candace,Andrews,7903155722,candace.andrews@example.com,Other,M,78282 Roberts Ferry Suite 790,Stephaniefort,Florida,26076,PRD-8242,2073.85,0.2,SKU77154,10938.66,2025-02-18
151,Patrick,Hoffman,7846465000,patrick.hoffman@gmail.com,Female,Divorced,7677 Christopher Burgs Apt. 404,New Keith,Wyoming,60443,PRD-8972,2637.04,0.3,SKU15952,21662.1,2024-08-08
152,Julia,Cannon,8574081104,julia.cannon@gmail.com,M,single,148 Weaver Throughway,Port Jenniferside,Indiana,56226,PRD-5938,4726.89,0.2,SKU43491,28589.44,2023-08-14
153,Jill,Valdez,6515328854,jill.valdez@gmail.com,Other,Divorced,0745 Scott Crest,East Lisa,Pennsylvania,90827,PRD-8055,882.6,0,SKU79806,70218.96,2024-02-23
154,Michelle,Bishop,8148610411,michelle.bishop@outlook.com,Male,Married,92330 Patel Ranch Apt. 544,Stephaniehaven,Utah,12982,PRD-1693,2183.92,0,SKU20205,86142.06,2023-09-09
155,Sydney,Floyd,8472866768,sydney.floyd@example.com,Unknown,Divorced,2232 Poole Trace,Burnsshire,South Dakota,35722,PRD-7843,1451.13,0,SKU12733,96603.07,2024-09-25
156,Robert,Hayes,6738189691,robert.hayes@example.com,female,Single,8457 Murphy Alley,Lake Teresastad,California,70549,PRD-8155,4223.2,0.2,SKU67104,58681.56,2024-03-30
157,Jeffery,Jordan,8250402001,jeffery.jordan@gmail.com,Unknown,Unknown,4545 Ashlee Oval,Patriciaton,Arizona,13552,PRD-6083,3730.3,0.2,SKU53655,77801.35,2024-09-24
158,Kristen,Stevens,6328046924,kristen.stevens@gmail.com,F,Unknown,77063 Nicole Hollow,,Louisiana,12735,PRD-6724,1758.74,0.2,SKU40968,9831.86,2024-10-16
159,Michael,Miller,7099375147,michael.miller@yahoo.com,male,M,64361 Aaron Neck,East Brittneyhaven,Utah,58836,PRD-3504,3802.28,0.1,SKU33218,95104.86,2023-06-03
160,Alan,Cooper,8697019445,alan.cooper@example.com,Other,Unknown,2713 Davis Valley,North Lawrenceport,Florida,50665,PRD-8354,3407.26,0.3,SKU92210,31271.96,2025-01-16
161,Lisa,Baxter,7888766939,lisa.baxter@gmail.com,Other,Married,89092 Bell Forest,South Christina,New Hampshire,28975,PRD-5961,3982.67,0.1,SKU56129,50487.36,2023-08-02
162,Peggy,Taylor,7333191560,peggy.taylor@example.com,Other,Single,656 Moody Gateway,Deannabury,Oklahoma,79275,PRD-1932,1846.84,0.3,SKU20057,64288.98,2024-09-04
163,Jennifer,Mitchell,9673457063,jennifer.mitchell@gmail.com,Unknown,Married,438 Julie Hill,Port Rachaelbury,New York,51079,PRD-1672,2251.42,0.2,SKU52143,60303.09,2023-08-22
164,John,Little,8153356179,john.little@yahoo.com,M,Married,055 Paul Villages,Diazburgh,Wisconsin,62237,PRD-2695,4055.78,0.3,SKU21053,50207.17,2025-01-14
165,Charles,Matthews,6741134891,charles.matthews@gmail.com,F,Divorced,3006 Fuller Parkway,Hendersonfurt,Colorado,84457,PRD-8172,4954.98,0.2,SKU57696,36971.62,2024-07-16
166,Amanda,Hernandez,7215018687,amanda.hernandez@example.com,,Unknown,1832 Myers Roads,West Hollybury,Arkansas,32545,PRD-6543,3396.09,0.1,SKU92691,64554.19,2023-08-01
167,Sandy,Wilson,6283089268,sandy.wilson@outlook.com,Male,M,2102 Frank Key,Garyberg,West Virginia,35728,PRD-7333,1424.31,0.2,SKU53694,7690.95,2024-12-16
168,Olivia,Wise,8850192297,olivia.wise@yahoo.com,female,S,6481 Joseph Ports,South Spencerstad,Arkansas,65985,PRD-7421,649.11,0.1,SKU50577,55671.67,2025-03-24
169,Ashley,Richardson,8763782498,ashley.richardson@outlook.com,male,Divorced,91380 Michele Bridge Apt. 075,Moraburgh,Arizona,72966,PRD-9624,471.8,0,SKU76648,35863.72,2025-02-08
170,Robin,Yang,7557345129,robin.yang@outlook.com,male,single,53654 Ashley Crest Apt. 238,South Caseymouth,Maine,41224,PRD-6598,4738.6,0,SKU35166,22267.58,2024-02-05
171,Christopher,Bryant,6590838716,christopher.bryant@yahoo.com,Male,S,49493 Richardson Park Apt. 832,South Andrewside,Minnesota,83855,PRD-2657,2540.91,0.1,SKU96760,33344.82,2025-03-09
172,Heather,Smith,9291266105,heather.smith@yahoo.com,Unknown,single,64138 Robert Circle Apt. 410,Port April,Vermont,49324,PRD-3658,908.33,0.2,SKU67366,3891.09,2024-05-17
173,Terri,Miller,7564654057,terri.miller@yahoo.com,Other,M,261 Ryan Curve,West Jose,Massachusetts,52006,PRD-5668,-999,0,SKU40671,53168.12,2024-11-21
174,Marie,Nguyen,7329154472,marie.nguyen@example.com,F,S,3132 Eric Expressway Suite 756,New Michaelborough,New Hampshire,40911,PRD-8218,2311.09,0.3,SKU60052,50042.12,2024-05-20
175,Joseph,Wilson,7798134537,joseph.wilson@yahoo.com,F,Unknown,490 Mary Islands,North Jennifer,Minnesota,52437,PRD-3267,4365.64,0.1,SKU94040,47799.36,2024-06-28
176,Brandon,Evans,7594343845,brandon.evans@gmail.com,Male,S,67883 Steven Unions,North Alexander,Wyoming,29636,PRD-2374,3816.77,0.3,SKU68893,90483.27,2023-09-05
177,James,Morales,6632857647,james.morales@example.com,Male,single,941 Wendy Flat,Lambland,Michigan,16560,PRD-8391,4423.73,0.1,SKU64381,4852.32,2023-06-29
178,Sheri,Williams,8156104136,sheri.williams@outlook.com,F,Married,670 Vega Extensions Suite 324,Seanberg,Arizona,80993,PRD-2337,1877.69,0.1,SKU51770,93048,2024-09-18
179,Christina,Holland,9604234700,christina.holland@outlook.com,male,single,8701 Reyes Manor Apt. 838,South Kimberlystad,New Mexico,71872,PRD-1627,1437.96,0,SKU28191,75763.54,2025-01-22
180,Todd,Durham,8014812671,todd.durham@example.com,M,Single,4205 Anthony Valleys Suite 078,Katiebury,Hawaii,13625,PRD-1311,1283.34,0.2,SKU81932,93992.71,2023-12-05
181,Diane,Adams,8615120114,diane.adams@example.com,Male,Unknown,96522 Brittany Valley,Robintown,Virginia,92324,PRD-5720,1192.01,0.1,SKU16258,23463.17,2024-02-24
182,Stacey,Elliott,8744276785,stacey.elliott@example.com,Male,Single,8427 Christopher Fort,North Alisha,Alabama,43982,PRD-9189,2985.71,0.1,SKU92831,51295.26,2025-05-08
183,Christina,Drake,7039116361,christina.drake@yahoo.com,Female,Married,250 Dylan Squares Apt. 185,West Janetfurt,Pennsylvania,13743,PRD-1025,3075.97,0.2,SKU84798,41365.04,2024-02-12
184,Kevin,Taylor,8853453016,kevin.taylor@gmail.com,female,Single,675 Jasmine Points,Jeffreyshire,Idaho,50096,PRD-9618,2722.69,0.1,SKU61177,87269.81,2024-01-20
185,Jessica,Phillips,6186978937,jessica.phillips@example.com,female,S,096 Ian Island,Lake Ariana,New York,18935,PRD-1266,1788.68,0.1,SKU55193,23733.16,2024-02-08
186,Julie,Young,8822241896,julie.young@gmail.com,female,single,15704 John Cliff Suite 410,South Samuelchester,Hawaii,54767,PRD-1726,1764.73,0.3,SKU94252,17096.46,2024-06-12
187,Nicole,Bell,9346391957,nicole.bell@example.com,Other,Divorced,79327 Lauren Bypass Suite 054,North Matthewfurt,Hawaii,96443,PRD-3986,4058.43,0.1,SKU69988,3216.87,2023-07-24
188,Amy,Villanueva,6865826728,amy.villanueva@gmail.com,F,Single,9970 Dunlap Expressway,Mooreville,Michigan,27442,PRD-6170,4667.19,0,SKU81176,47076.68,2023-10-21
189,Robert,Spencer,6157284993,robert.spencer@yahoo.com,Female,S,443 Brandon Ports Suite 205,South Christopherfort,Illinois,13213,PRD-1783,4329.66,0.3,SKU45811,12009.74,2023-06-15
190,Jamie,Little,7580630311,jamie.little@example.com,Unknown,Divorced,1467 Jacobson Greens,Lake Amyburgh,Mississippi,50497,PRD-8204,4473.71,0,SKU54438,97359.22,2024-03-08
191,Jacob,Williams,8131176633,jacob.williams@example.com,female,Unknown,4349 Edward Square Apt. 158,Arellanoshire,Iowa,73062,PRD-9507,1337.27,0.1,SKU65640,7432.16,2023-07-13
192,Mary,Cardenas,8587517187,mary.cardenas@yahoo.com,Female,S,793 Evans Locks Apt. 898,North Stacy,New Hampshire,23160,PRD-2680,404.94,0.3,SKU50173,44314.53,2023-10-03
193,Teresa,Stokes,9082338725,teresa.stokes@example.com,male,Divorced,61632 Flores Stream,North Paulfurt,Oklahoma,43247,PRD-8272,1760.98,0.1,SKU56210,61292.57,2025-03-22
194,Joshua,Ellis,7868055235,,M,Single,998 Rodriguez Drive,New Brianna,Wisconsin,13634,PRD-7655,1819.74,0.2,SKU14081,13849.34,2025-05-14
195,Daniel,Chan,8609505739,daniel.chan@example.com,M,single,564 Pena Ports Suite 024,Thomasfurt,Arizona,52378,PRD-2101,1183.8,0.3,SKU57467,37976.87,2025-04-16
196,Natasha,Vaughn,8436297208,natasha.vaughn@gmail.com,male,Divorced,745 Matthew Underpass,Larryfort,Vermont,90265,PRD-8371,4744.37,0.3,SKU68188,76189.99,2023-08-11
197,Teresa,Perez,8464975279,teresa.perez@yahoo.com,female,Married,754 Jacobs Corners Apt. 736,Malonestad,Arkansas,68038,PRD-6150,3249.56,0.2,SKU24869,2104.29,2025-01-30
198,Erik,Collins,6799070274,erik.collins@example.com,Unknown,M,89023 Mary Gateway Apt. 705,West Micheal,New Jersey,66708,PRD-2929,1312.57,0.3,SKU68493,21064.33,2024-03-30
199,Cynthia,Martinez,8627992499,cynthia.martinez@outlook.com,Other,single,57972 Matthews Keys,Frankview,West Virginia,90790,PRD-3009,682.96,0.1,SKU69250,16851.96,2023-08-05
200,Justin,Hughes,9063900355,justin.hughes@example.com,Male,Unknown,333 Joseph Lodge,Port Kimberlytown,New Mexico,17843,PRD-6236,3340.86,0.1,SKU82089,53988.22,2024-10-10
201,Glen,Owen,9828240439,glen.owen@outlook.com,male,Divorced,9446 York Mount,Jefferyport,Utah,68742,PRD-3852,3969.51,0.2,SKU25907,98505.82,2025-02-25
202,Cindy,Silva,9401896171,cindy.silva@yahoo.com,F,Unknown,589 Evans Coves,Brownview,South Dakota,43117,PRD-9094,136.29,0.3,SKU71263,80268,2025-03-26
203,Joshua,Douglas,8369305560,joshua.douglas@yahoo.com,Male,Single,28309 Guerrero Springs Apt. 074,Rebeccafurt,Missouri,97065,PRD-6067,1993.81,0,SKU78903,40784.91,2023-06-23
204,Brandy,Cooley,7758503592,brandy.cooley@gmail.com,male,S,3875 Bruce Ville,West Connor,Florida,97614,PRD-2215,2252.62,0.3,SKU26821,87735,2023-12-13
205,Jessica,Hansen,9351203772,jessica.hansen@yahoo.com,male,Married,513 Walker Well,Robertmouth,Mississippi,34653,PRD-9238,4554.01,0.1,SKU26274,51569.26,2024-08-23
206,Kelly,York,7306204982,kelly.york@yahoo.com,male,S,99917 Vincent Ways Suite 846,Port Melissaberg,Illinois,45415,PRD-4694,1733.39,0.3,SKU20336,24685.83,2024-04-08
207,Vanessa,Orozco,8727549434,vanessa.orozco@outlook.com,male,Divorced,52175 Lawrence Centers Apt. 743,New Kathy,New York,12040,PRD-5961,3074.07,0.1,SKU75873,63919.24,2023-09-04
208,Christina,Schultz,8541797909,christina.schultz@yahoo.com,male,Divorced,7600 Jessica Bridge Suite 830,Lake Jessicabury,Vermont,45635,PRD-6531,4213.44,0.1,SKU13718,7662.9,2024-01-24
209,David,Reyes,8755022797,david.reyes@outlook.com,F,Unknown,10447 Hamilton Spur Apt. 575,East Stacy,Montana,3007,PRD-7825,3092.45,0.1,SKU75278,88844.19,2023-11-20
210,Jeffrey,Mercer,8343237444,jeffrey.mercer@outlook.com,Female,Married,098 David Station,South Nancyview,Wyoming,70589,PRD-5012,4024.42,0,SKU48985,45081.19,2024-09-22
211,Brandon,Vang,8957572769,brandon.vang@gmail.com,,Married,001 Wallace Crossing,Thomasberg,Indiana,91621,PRD-7809,2423.83,0.2,SKU54589,60469.36,2024-11-09
212,Crystal,Turner,7342531599,crystal.turner@outlook.com,female,Married,849 Robert Cove,West Danielville,New York,26538,PRD-3142,3804.52,0.1,SKU51827,23794.66,2024-09-11
213,James,Baker,6526227599,james.baker@outlook.com,Other,single,6420 Lozano Spurs,Riveratown,Alabama,88533,PRD-3308,488.57,0.3,SKU60351,86348.47,2023-08-04
214,Rebecca,Conley,7795875043,rebecca.conley@yahoo.com,male,Unknown,18114 Stephen Hill Suite 701,Port Benjamin,Maine,47715,PRD-6364,4669.09,0.3,SKU34881,76193.7,2025-02-07
215,Erica,Simmons,8140034179,erica.simmons@example.com,Other,S,00225 Kline Road,Natalieland,Mississippi,45422,PRD-9148,120.77,0,SKU76249,45451.68,2023-10-16
216,Daniel,Ross,7033921654,daniel.ross@yahoo.com,female,Single,6762 David Stream Apt. 216,Phammouth,Idaho,80628,PRD-1828,1410.37,0,SKU47453,53437.42,2024-03-16
217,Kimberly,Carr,9638577630,kimberly.carr@gmail.com,Unknown,single,7167 Bryan Shoal,Alexanderhaven,Wyoming,97969,PRD-5333,3638.9,0,SKU57964,4046.86,2024-08-16
218,Jennifer,Walker,6219720597,jennifer.walker@yahoo.com,female,M,891 Stanley Gateway Suite 562,North Dawnburgh,North Carolina,62011,PRD-5728,372.29,0,SKU82070,27611.93,2025-03-18
219,Tyler,Martin,8676802207,tyler.martin@gmail.com,male,Single,3540 Andrea Lane Suite 317,Solismouth,Colorado,65834,PRD-7453,1869.13,0.3,SKU83116,93864.33,2024-05-08
220,Leslie,Hooper,9242550727,leslie.hooper@yahoo.com,F,M,66088 Margaret Turnpike,Pamelaside,Indiana,86300,PRD-9341,2009.93,0.1,SKU15938,3410.85,2024-10-29
221,Stephen,Peterson,9064853643,stephen.peterson@outlook.com,Other,M,75899 Moran Lakes,Wilsonbury,Alabama,45243,PRD-8487,748.96,0.2,SKU52987,93102.56,2024-02-26
222,Maria,Brandt,7368076065,maria.brandt@yahoo.com,Unknown,M,851 Penny Park Apt. 614,East David,Montana,28758,PRD-5902,2970.65,0,SKU83783,29628.95,2024-05-15
223,Makayla,Lee,9503614567,makayla.lee@gmail.com,female,S,60917 Barrett Parkways Apt. 708,New Savannahshire,New Mexico,67129,PRD-2795,4899.59,0.3,SKU92478,2178.04,2025-01-22
224,Samantha,Thompson,8038349447,samantha.thompson@outlook.com,F,Divorced,216 Gordon Lights,Pettybury,Louisiana,52650,PRD-1841,2919.7,0.2,SKU78712,62717.04,2024-02-17
225,Tara,Chavez,8661745020,tara.chavez@example.com,male,Unknown,69848 Joseph Plaza,East Jason,Virginia,38587,PRD-4968,162.69,0.1,SKU35006,1403.21,2024-11-10
226,Michael,Chambers,7347298951,michael.chambers@example.com,,Married,851 Hart Prairie,Craigside,Maine,55864,PRD-4340,2054.84,0,SKU18163,70430.41,2025-02-12
227,Alexander,Rodriguez,8227727430,alexander.rodriguez@yahoo.com,female,Divorced,00342 Vega Drive Apt. 438,West Lisaville,South Carolina,89043,PRD-8837,2629.76,0.3,SKU32699,45696.18,2024-12-21
228,Anna,Walker,8289763301,anna.walker@outlook.com,female,Divorced,84066 Frye Spur Suite 800,Jamesmouth,Iowa,83572,PRD-5331,3052.33,0.2,SKU42311,27540.14,2024-11-24
229,Jenna,Richardson,7282044148,jenna.richardson@yahoo.com,Female,Unknown,347 Tonya Club,East Jill,Delaware,49941,PRD-5735,3525.98,0,SKU51555,47720.24,2023-06-27
230,Roy,Hawkins,8407275865,roy.hawkins@outlook.com,Female,Single,94057 Bill Islands,Port Sarahport,New York,75562,PRD-9899,1901.57,0,SKU55237,95438.19,2024-07-27
231,Michael,Bowers,9455798713,michael.bowers@yahoo.com,Female,Single,328 Kristie Estate Suite 886,West Jeffreyborough,Texas,44001,PRD-5712,4776.79,0.1,SKU55398,92362.97,2024-02-08
232,Michael,Robinson,8817378520,michael.robinson@outlook.com,Other,single,015 Allen Row Apt. 056,South Jonathanport,Alaska,68247,PRD-4310,4140.62,0.3,SKU83664,69465.22,2025-02-23
233,Kaylee,Robertson,6589582865,kaylee.robertson@gmail.com,F,single,0435 Stacy Expressway Apt. 133,Houstonborough,Ohio,92610,PRD-1831,3350.82,0.2,SKU93616,22900.07,2025-04-08
234,Theresa,Rowe,6430346953,theresa.rowe@example.com,female,Divorced,207 Johnson Cliffs,East Lauraside,California,75862,PRD-8739,507.22,0.2,SKU10679,96434.14,2025-02-23
235,Jeremy,Green,9990452762,jeremy.green@yahoo.com,Unknown,Divorced,6650 Nunez Place Apt. 919,Lake Melaniestad,North Carolina,14412,PRD-8793,2389.86,0.2,SKU47649,31777.35,2024-01-07
236,Kristin,Turner,8774110439,kristin.turner@gmail.com,Male,Divorced,7660 Moore Forges,Lake Peter,Ohio,39164,PRD-4804,2678.09,0.1,SKU32946,41497.44,2024-09-30
237,Douglas,Byrd,9597485607,douglas.byrd@yahoo.com,M,Unknown,88210 Ashley Lock Apt. 435,South Rebecca,North Carolina,19172,PRD-7504,3940.86,0.2,SKU47941,87612.69,2023-09-29
238,Jack,Jensen,6039802179,jack.jensen@outlook.com,Male,S,12908 Newman Cliffs Suite 141,Lake Beverly,Michigan,47311,PRD-5662,2274.47,0,SKU27589,85031.5,2023-09-03
239,Emily,Young,8010133918,emily.young@outlook.com,F,Unknown,135 Hayes Ridges Suite 929,Lindseychester,Hawaii,1134,PRD-2845,1656.77,0,SKU94972,25355.12,2024-01-25
240,John,Walker,6799718923,john.walker@gmail.com,female,Unknown,5257 Griffin Trail Suite 781,Lake Catherine,Louisiana,18851,PRD-5833,2841.07,0.2,SKU33002,60900.93,2025-04-18
241,Amanda,Baker,8743306394,amanda.baker@example.com,Unknown,M,108 Lisa Prairie,Hammondborough,Arizona,72799,PRD-6372,438.26,0.1,SKU34219,98159.36,2023-12-15
242,Amy,Lutz,8050649750,amy.lutz@outlook.com,F,Single,256 Patricia Radial Suite 278,South Michaeltown,Texas,31811,PRD-5272,1920.95,0,SKU44995,95380.5,2025-03-15
243,Tamara,Holden,7296847488,tamara.holden@gmail.com,Female,Divorced,272 Ashley Port,Lake Jessica,Minnesota,5798,PRD-6890,3465.38,0.1,SKU97528,11381.6,2023-11-12
244,Kathleen,Hall,7317723211,kathleen.hall@yahoo.com,Unknown,Divorced,3038 Hughes Motorway Apt. 051,Maryview,Pennsylvania,71850,PRD-9233,4615.91,0.3,SKU25389,9999999,2024-08-11
245,Glenn,Valdez,7267176863,glenn.valdez@outlook.com,F,single,184 Kaufman Fork Suite 557,Eatontown,North Carolina,18715,PRD-3188,2393.52,0,SKU89395,37049.3,2024-05-02
246,Gabriel,Jones,9014812471,gabriel.jones@example.com,F,Unknown,22259 Donna Mall Suite 177,Clarkburgh,Tennessee,54358,PRD-5054,3403.31,0.1,SKU78879,44398.17,2023-06-13
247,John,Anderson,9022652502,john.anderson@outlook.com,Male,M,80920 Jonathan Falls,Greeneshire,South Dakota,2941,PRD-2838,313.48,0.2,SKU85065,53434.35,2025-04-08
248,Jennifer,Stanley,6706681697,jennifer.stanley@outlook.com,Other,Single,37977 Jeffrey Loop Apt. 929,Garymouth,New Jersey,78689,PRD-4365,3586.01,0,SKU21919,89838.38,2024-08-27
249,Casey,Gray,7913333579,casey.gray@gmail.com,Other,single,03886 Catherine Fall,Valenzuelaton,Ohio,66473,PRD-9409,2080.05,0.1,SKU83242,45969.02,2024-12-31
250,David,Olson,9465675062,david.olson@outlook.com,M,Married,806 Wood Cape,Perezfort,Wyoming,50470,PRD-5169,4083.18,0.2,SKU85800,6839.47,2024-02-23
251,Brianna,Figueroa,7819766421,brianna.figueroa@outlook.com,Male,M,2473 Justin Wells,Scotttown,Virginia,97972,PRD-1987,4673.24,0.1,SKU71875,2689.35,2025-01-29
252,Adrian,Mills,,adrian.mills@yahoo.com,male,Unknown,3565 Eric Run,Joseside,Nevada,74513,PRD-7887,1875.43,0,SKU68790,86896.84,2024-03-06
253,Cheryl,Braun,9894535958,cheryl.braun@example.com,Unknown,,68872 Hansen Orchard Suite 495,Fitzgeraldville,West Virginia,30617,PRD-9835,669.28,0.3,SKU25549,17436.6,2024-05-07
254,Krista,Avery,8307507627,krista.avery@example.com,male,Divorced,86589 Eugene Roads,Port Christopherberg,New Mexico,79176,PRD-4648,4174.93,0.1,SKU49107,46031.89,2024-04-29
255,Christopher,Baker,9088485099,christopher.baker@example.com,Unknown,Unknown,90669 Dawson Ranch Apt. 277,East Melissahaven,Maine,26026,PRD-4762,1241.32,0.3,SKU30332,27202.8,2023-06-22
256,Kristen,Dixon,9758990493,kristen.dixon@gmail.com,M,Unknown,205 Diana Estate,West Kimberlystad,Texas,52293,PRD-7868,3076.54,0.1,SKU41544,20211.2,2024-04-05
257,Brenda,Holmes,6433348075,brenda.holmes@gmail.com,Other,M,84895 Richmond Harbor,New Sylvia,New Jersey,53448,PRD-1797,1227.45,0.1,SKU62725,43615.76,2024-08-15
258,Adam,Thompson,8318250726,adam.thompson@yahoo.com,M,single,184 Arroyo Unions,Nancyshire,Kentucky,91490,PRD-9255,4967.45,0.2,SKU85511,31549.82,2024-05-04
259,Tammy,Hart,8568036839,tammy.hart@outlook.com,F,S,7790 Wilson Cliff,Schultzbury,Utah,92405,PRD-3347,4928.55,0.2,SKU64206,29700.35,2023-11-21
260,Lauren,Gutierrez,6261811056,lauren.gutierrez@yahoo.com,Unknown,M,804 Justin Locks Suite 182,Edwardsborough,Oregon,35769,PRD-9120,239.19,0.3,SKU94320,66969.92,2023-10-15
261,Stacey,Vega,9375005052,stacey.vega@outlook.com,Unknown,Married,3334 Jermaine Village,Port Christine,Georgia,14484,PRD-3444,1502.94,0.2,SKU80507,47088.64,2023-08-28
262,Samantha,Lowe,9647891535,samantha.lowe@yahoo.com,Female,Unknown,080 Watson Island Suite 947,Port Sabrina,Louisiana,52651,PRD-3365,4029.85,0.1,SKU83713,40974.09,2023-11-15
263,Karen,Anderson,7788887661,karen.anderson@yahoo.com,Unknown,single,8085 Dalton Trail Apt. 718,Stewarttown,Alabama,88857,PRD-5177,1020.67,0.1,SKU68954,84636.91,2023-11-06
264,Nicolas,Garcia,6397129827,nicolas.garcia@yahoo.com,M,S,428 Young Mountains Suite 527,Clarkstad,Mississippi,53007,PRD-7179,3369.99,0.1,SKU19539,18410.41,2023-12-30
265,Shannon,Duncan,9271461204,shannon.duncan@yahoo.com,Other,single,43866 Dustin Streets,South Linda,Idaho,55750,PRD-6455,1519.42,0.1,SKU37762,93684.56,2024-06-18
266,Dennis,Barry,9184611760,dennis.barry@gmail.com,Other,single,4489 Raymond Spurs Apt. 034,Combsville,New Hampshire,98096,PRD-4350,1986.18,0.2,SKU82362,31822.31,2024-02-10
267,Jordan,Ward,7215730003,jordan.ward@example.com,Other,M,0615 Barbara Run Apt. 455,Hamptonmouth,Colorado,50448,PRD-6886,1545.57,0.3,SKU77215,88222.6,2024-09-14
268,Justin,Welch,8001472250,justin.welch@gmail.com,Other,Unknown,56996 Christian Junctions,West Logan,Maine,93618,PRD-6246,4572.08,0.3,SKU51015,41099.98,2023-12-20
269,Catherine,Foster,8416025300,catherine.foster@yahoo.com,male,Single,9876 Ivan Brooks Apt. 341,East Randy,Connecticut,8862,PRD-5272,2768.79,0,SKU48691,14817.35,2025-05-23
